Ad clicked Date,Ad Title/Id
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
2025/10/24 18:36:05 UTC,872758726
2025/07/25 22:44:05 UTC,657123654
2025/09/18 21:35:13 UTC,867873776
2025/08/07 17:46:50 UTC,746484253
2025/09/18 06:37:19 UTC,706897894
2025/08/14 10:15:44 UTC,658517713
2025/09/18 06:34:30 UTC,835351656
2025/08/21 12:18:16 UTC,707169224
2025/09/20 08:53:46 UTC,751277356
2025/08/25 06:14:54 UTC,627220086
2025/09/18 13:02:33 UTC,835351646
2025/08/25 14:14:11 UTC,734169014
